T|TVIRT|201612|A|12|21|567|63500|62600|900|0|900|0|0|0|0|-0.0233|0.0100|0|0.0000|0.0|900|0.0|0|0.0000|0.0
T|TVIRT|201612|A|12|22|7|5600|5600|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|A|12|23|5|16300|16300|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|A|12|24|4|23000|23000|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|A|13|21|22|2800|2800|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|A|14|21|73|7900|7900|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|A|14|22|1|1500|1500|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|A|14|23|1|2000|2000|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AA|11|21|2|240|240|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AA|12|21|642|81597|63098|18499|0|18499|0|0|0|0|0.0193|0.0189|900|0.0010|0.0|15999|0.0|1600|0.0211|0.0
T|TVIRT|201612|AA|12|22|21|16715|15615|1100|0|1100|0|0|0|0|-0.0318|0.0136|0|0.0000|0.0|1100|0.0|0|0.0000|0.0
T|TVIRT|201612|AA|12|23|9|27000|27000|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AA|13|21|77|8800|8600|200|0|200|0|0|0|0|-0.4620|||||||||
T|TVIRT|201612|AA|13|22|3|2137|2137|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AA|14|21|204|23700|23300|400|0|400|0|0|0|0|0.2600|||||||||
T|TVIRT|201612|AA|15|21|13|1600|1500|100|0|100|0|0|0|0|-0.1700|||||||||
T|TVIRT|201612|AAAP|12|21|47|5100|5000|100|0|100|0|0|0|0|0.4400|0.1500|0|0.0000|0.0|100|0.0|0|0.0000|0.0
T|TVIRT|201612|AAAP|13|21|13|1300|1300|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAAP|14|21|1|100|100|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAC|12|21|194|22408|15208|7200|0|7200|0|0|0|0|0.1019|0.0604|200|0.0010|0.0|5200|0.0|1800|0.0233|0.0
T|TVIRT|201612|AAC|12|22|1|800|800|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAC|13|21|10|1200|600|600|0|600|0|0|0|0|0.0800|||||||||
T|TVIRT|201612|AAC|13|22|1|800|800|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAC|14|21|1|100|100|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAC|15|21|1|100|100|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAL|11|21|2|247|247|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAL|12|21|1981|223232|215248|7984|0|7984|0|0|0|0|0.0439|0.0218|600|0.0015|0.0|6084|0.0|1300|0.0115|0.0
T|TVIRT|201612|AAL|12|22|15|15750|15450|300|0|300|0|0|0|0|-0.8600|0.0500|0|0.0000|0.0|300|0.0|0|0.0000|0.0
T|TVIRT|201612|AAL|12|23|6|12000|12000|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAL|13|21|414|42300|42200|100|0|100|0|0|0|0|-0.0800|||||||||
T|TVIRT|201612|AAL|13|22|2|1000|1000|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAL|13|23|1|2000|2000|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAL|14|21|796|86379|86079|300|0|300|0|0|0|0|-0.0100|||||||||
T|TVIRT|201612|AAL|14|22|7|5800|5800|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAL|15|21|174|18650|18450|200|0|200|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAL|15|22|1|1000|0|1000|0|1000|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAMC|12|21|9|900|900|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAMC|13|21|31|3524|3524|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAME|12|21|1|100|100|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAN|12|21|153|15819|15141|678|0|678|0|0|0|0|0.0155|0.0541|178|0.0010|0.0|500|0.0|0|0.0000|0.0
T|TVIRT|201612|AAN|13|21|79|7900|7800|100|0|100|0|0|0|0|0.1680|||||||||
T|TVIRT|201612|AAN|14|21|70|7000|7000|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAOI|12|21|100|11743|10348|1395|0|1395|0|0|0|0|-0.0129|0.0635|900|0.0079|0.0|495|0.0|0|0.0000|0.0
T|TVIRT|201612|AAOI|12|22|3|2500|2500|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAOI|13|21|28|3300|2800|500|0|500|0|0|0|0|0.0304|||||||||
T|TVIRT|201612|AAOI|14|21|12|1496|1496|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAOI|15|21|3|300|200|100|0|100|0|0|0|0|-0.2320|||||||||
T|TVIRT|201612|AAON|12|21|50|5055|3455|1600|0|1600|0|0|0|0|0.0311|0.0936|100|0.0010|0.0|1500|0.0|0|0.0000|0.0
T|TVIRT|201612|AAON|12|22|2|1700|740|960|0|960|0|0|0|0|-0.0500|0.1000|0|0.0000|0.0|960|0.0|0|0.0000|0.0
T|TVIRT|201612|AAON|13|21|6|600|600|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAON|14|21|5|700|700|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAON|15|21|1|100|100|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAP|12|21|873|101116|52295|48821|0|48821|0|0|0|0|0.0476|0.1605|2168|0.0069|0.0|41963|0.0|4690|0.0552|0.0
T|TVIRT|201612|AAP|12|22|7|6600|6000|600|0|600|0|0|0|0|-1.1800|0.2700|0|0.0000|0.0|600|0.0|0|0.0000|0.0
T|TVIRT|201612|AAP|12|23|5|10000|9400|600|0|600|0|0|0|0|-0.2500|0.1100|0|0.0000|0.0|600|0.0|0|0.0000|0.0
T|TVIRT|201612|AAP|13|21|438|50700|43600|7100|0|7100|0|0|0|0|0.2130|||||||||
T|TVIRT|201612|AAP|13|22|1|500|500|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAP|14|21|42|4500|4500|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAP|15|21|8|1100|1100|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|11|21|5|500|500|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAPL|12|21|2503|357245|353886|3359|0|3359|0|0|0|0|-0.0598|0.1079|300|0.0010|0.0|1409|0.0|1650|0.0829|0.0
T|TVIRT|201612|AAPL|12|22|228|174962|174462|500|0|500|0|0|0|0|0.4300|0.0300|500|0.0100|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAPL|12|23|17|41900|41900|0|0|0|0|0|0|0|0.0000|0.0000|0|0.0000|0.0|0|0.0|0|0.0000|0.0
T|TVIRT|201612|AAPL|13|21|33|4266|4266|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|13|22|5|3500|3500|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|14|21|1275|171368|171368|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|14|22|72|50399|50399|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|14|23|5|15500|15500|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|14|24|2|12400|12400|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|15|21|84|12497|12497|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|15|22|9|6500|6500|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAPL|15|23|2|4000|4000|0|0|0|0|0|0|0|0.0000|||||||||
T|TVIRT|201612|AAT|12|21|204|24348|22512|1836|0|1836|0|0|0|0|0.0492|0.0680|0|0.0000|0.0|1736|0.0|100|0.0200|0.0
